ORIG_KEGG	ID_CODE	ORGANISM_NAME
schg	SCl	Streptomyces changanensis
sttn	STt	Streptomyces sp. TN58
sinn	SIJ	Streptomyces incarnatus
strz	STu	Streptomyces sp. 71268
scay	SCm	Streptomyces cathayae
kbu	KBU	Streptomyces sp. NL15-2K
sarm	SA­	Streptomyces armeniacus
sprf	SPÂ	Streptomyces profundus
sluo	SLQ	Streptomyces luomodiensis
stpb	STv	Streptomyces sp. PBH53
srpa	SRI	Streptomyces sp. RPA4-5
smib	SMl	Streptomyces mirabilis
scaj	SCn	Streptomyces camelliae
strw	STw	Streptomyces sp. WP-1
strl	STx	Streptomyces sp. RLB1-33
stsd	STy	Streptomyces sp. S1D4-11
srpz	SRJ	Streptomyces sp. RPA4-2
sche	SCo	Streptomyces chengbuensis
sgly	SGE	Streptomyces glycanivorans
scat	SCp	Streptomyces castrisilvae
stii	STz	Streptomyces sp. ICC1
stic	ST{	Streptomyces sp. ICC4
sabd	SA®	Streptomyces albidocamelliae
strv	ST|	Streptomyces sp. VN1
spaz	SPÃ	Streptomyces parvus
spih	SPÄ	Streptomyces phytohabitans
smod	SMm	Streptomyces moderatus
spof	SPÅ	Streptomyces poriferorum
stbr	ST}	Streptomyces sp. BRB040
sgro	SGF	Streptomyces griseoincarnatus
stac	ST~	Streptomyces tabacisoli
stvb	ST	Streptomyces sp. VB1
ssoc	SSs	Streptomyces solicamelliae
ssli	SSt	Streptomyces solicathayae
styi	ST	Streptomyces sp. YIM 121038
scit	SCq	Streptomyces citrinus
ssir	SSu	Streptomyces sirii
strj	ST	Streptomyces sp. JH002
sexp	SE|	Streptomyces explomaris
sflu	SFF	Streptomyces flavusporus
soke	SO4	Streptomyces okerensis
ssto	SSv	Streptomyces stoeckheimensis
slua	SLR	Streptomyces luteireticuli
stgo	ST	Streptomyces sp. Go40/10
stcm	ST	Streptomyces sp. CMC78
stid	ST	Streptomyces sp. ID38640
stcz	ST	Streptomyces sp. CA-256286
stsg	ST	Streptomyces sp. Sge12
sthu	ST	Streptomyces sp. HU2014
strq	ST	Streptomyces sp. 11-1-2
ssec	SSw	Streptomyces secundicynarae
shug	SHV	Streptomyces huangiella
strk	ST	Streptomyces sp. N50
stjl	ST	Streptomyces sp. JL2001
sthp	ST	Streptomyces sp. HP-A2021
strx	ST	Streptomyces sp. S8
stfr	ST	Streptomyces sp. FR-008
stfd	ST	Streptomyces sp. fd1-xmd
stcl	ST	Streptomyces sp. CLI2509
stsm	ST	Streptomyces sp. SM17
sct	SCT	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488
scy	SCY	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488
ksk	KSK	Kitasatospora setae
kab	KAB	Kitasatospora albolonga
kau	KAU	Kitasatospora aureofaciens
kit	KIT	Kitasatospora sp. MMS16-BH015
kis	KIS	Kitasatospora sp. NA04385
kch	KCH	Kitasatospora cathayae
kcm	KCM	Kitasatospora camelliae
knb	KNB	Kitasatospora hibisci
kic	KIC	Kitasatospora sp. CMC57
kpur	KPB	Kitasatospora purpeofusca
stri	ST	Peterkaempfera bronchialis
ppod	PP	Peterkaempfera podocarpi
yia	YIA	Yinghuangia sp. ASG 101
strh	ST	Streptacidiphilus sp. P02-A3a
abry	ABO	Actinacidiphila bryophytorum
agla	AGE	Actinacidiphila glaucinigra
arev	ARI	Actinacidiphila reveromycinica
twh	TWH	Tropheryma whipplei Twist
tws	TWS	Tropheryma whipplei TW08/27
lxl	LXL	Luteimicrobium xylanilyticum
psic	PS¼	Pengzhenrongella sicca
pphp	PP	Pengzhenrongella phosphoraccumulans
lxx	LXX	Leifsonia xyli subsp. xyli CTCB07
lxy	LXY	Leifsonia xyli subsp. cynodontis DSM 46306
leif	LE8	Leifsonia sp. PS1209
lse	LSE	Leifsonia shinshuensis
leiz	LE9	Leifsonia sp. ZF2019
leil	LEA	Leifsonia sp. McL0608
cmi	CMI	Clavibacter michiganensis subsp. michiganensis
cmh	CMH	Clavibacter michiganensis subsp. insidiosus
cms	CMS	Clavibacter sepedonicus
cmc	CMC	Clavibacter nebraskensis
ccap	CCu	Clavibacter capsici
czh	CZH	Clavibacter zhangzhiyongii
cpha	CPr	Clavibacter phaseoli
ccaf	CCv	Clavibacter californiensis
csei	CSi	Clavibacter seminis
mts	MTS	Microbacterium testaceum
mim	MIM	Microbacterium sp. CGR1
mio	MIO	Microbacterium sp. No. 7
mix	MIX	Microbacterium sp. XT11
mip	MIP	Microbacterium sp. PAMC 28756
mcw	MCW	Microbacterium aurantiacum
mpal	MP^	Microbacterium paludicola
mih	MIH	Microbacterium sp. BH-3-3-3
micr	MIG	Microbacterium sp. 1.5R
maur	MA	Microbacterium aurum
mhos	MHU	Microbacterium hominis
mfol	MFK	Microbacterium foliorum
moo	MOO	Microbacterium oleivorans
mlv	MLV	Microbacterium lemovicicum
mwa	MWA	Microbacterium wangchenii
mprt	MP_	Microbacterium protaetiae
msed	MSd	Microbacterium sediminis
moy	MOY	Microbacterium oxydans
msf	MSF	Microbacterium schleiferi
mcaw	MCe	Microbacterium caowuchunii
mlz	MLZ	Microbacterium lushaniae
mrn	MRN	Microbacterium resistens
mics	MIH	Microbacterium sp. SGAir0570
mbin	MBN	Microbacterium binotii
mliq	MLD	Microbacterium maritypicum
mtec	MTR	Microbacterium terricola
mpao	MP`	Microbacterium paraoxydans
maza	MA	Microbacterium azadirachtae
mely	MEw	Microbacterium elymi
mnf	MNF	Microbacterium neungamense
msuw	MSe	Microbacterium suwonense
mark	MA	Microbacterium arborescens
mrg	MRG	Microbacterium rhizosphaerae
minv	MII	Microbacterium invictum
mest	MEx	Microbacterium esteraromaticum
moj	MOJ	Microbacterium oryzae
mpln	MPa	Microbacterium plantarum
mliy	MLE	Microbacterium limosum
mice	MIJ	Microbacterium sp. RG1
maug	MA	Microbacterium aurugineum
msuf	MSf	Microbacterium sufflavum
mhot	MHV	Microbacterium horticulturae
mgab	MGM	Microbacterium galbinum
mbet	MBO	Microbacterium betulae
micm	MIK	Microbacterium sp. che218
mici	MIL	Microbacterium sp. HA-8
malp	MA	Microbacterium albipurpureum
mji	MJI	Microbacterium jiangjiandongii
mwn	MWN	Microbacterium wangruii
mphs	MPb	Microbacterium phosphatis
minx	MIM	Microbacterium sp. Nx66
mprl	MPc	Microbacterium proteolyticum
micp	MIN	Microbacterium sp. PAMC21962
mipp	MIO	Microbacterium sp. PAMC22086
micj	MIP	Microbacterium sp. J1-1
mimz	MIQ	Microbacterium sp. M28
mcli	MCf	Microbacterium sp. Clip185
mibd	MIR	Microbacterium sp. BDGP8
mphb	MPd	Microbacterium phoenicis
mchn	MCg	Paramicrobacterium chengjingii
rla	RLA	Rhodoluna lacicola
rpla	RPI	Candidatus Rhodoluna planktonica
rhok	RHr	Rhodoluna sp. KAS3
aqg	AQG	Aquiluna borgnonia
aqk	AQK	Aquiluna sp. KACHI24
aqw	AQW	Aquiluna sp. Uisw_065
rtx	RTX	Rathayibacter toxicus 70137
rtc	RTC	Rathayibacter toxicus WAC3373
rtn	RTN	Rathayibacter tritici
rry	RRY	Rathayibacter rathayi
ria	RIA	Rathayibacter iranicus
rfs	RFS	Rathayibacter festucae
rte	RTE	Rathayibacter tanaceti
roe	ROE	Rathayibacter oskolensis
rath	RA9	Rathayibacter sp. VKM Ac-2759
cum	CUM	Curtobacterium sp. MR_MD2014
cub	CUB	Curtobacterium sp. BH-2-1-1
cug	CUG	Curtobacterium sp. SGAir0471
cqf	CQF	Curtobacterium flaccumfaciens pv. flaccumfaciens P990
cpoi	CPs	Curtobacterium flaccumfaciens AGQB46
ccit	CCw	Curtobacterium citreum
cuf	CUF	Curtobacterium aetherium
cuy	CUY	Curtobacterium sp. YC1
curt	CU7	Curtobacterium sp. TXMA1
curz	CU8	Curtobacterium sp. C1
curo	CU9	Curtobacterium sp. TC1
mvd	MVD	Microterricola viridarii
frp	FRP	Frondihabitans sp. PAMC 28766
fsb	FSB	Frondihabitans sucicola
agy	AGY	Agromyces aureus
agm	AGM	Agromyces badenianii
agf	AGF	Agromyces protaetiae
aarc	AAk	Agromyces archimandritae
amau	AMd	Agromyces marinus
asoi	ASY	Agromyces soli
amav	AMe	Agromyces mangrovi Wang et al. 2018
alav	AL_	Agromyces larvae
ail	AIL	Agromyces intestinalis
aeg	AEG	Agromyces endophyticus
cart	CA	Cryobacterium arcticum
cry	CRY	Cryobacterium sp. LW097
cphy	CPt	Cnuibacter physcomitrellae
amin	AMf	Aurantimicrobium minutum
aum	AUM	Aurantimicrobium photophilum
auw	AUW	Aurantimicrobium sp. MWH-Uga1
aut	AUT	Aurantimicrobium sp. INA4
psai	PS½	Pontimonas salivibrio
malk	MA	Microcella alkaliphila
chre	CHd	Chryseoglobus sp. 28M-23
mhum	MHW	Microcella humidisoli
mdb	MDB	Microcella daejeonensis
myl	MYL	Mycetocola zhujimingii
mspo	MSg	Mycetocola spongiae
salc	SA¯	Homoserinimonas hongtaonis
sala	SA°	Salinibacterium sp. UTAS2018
sald	SA±	Salinibacterium sp. dk2585
hum	HUM	Humibacter sp. BT305
huw	HUW	Humibacter ginsenosidimutans
gry	GRY	Gryllotalpicola protaetiae
lyd	LYD	Protaetiibacter intestinalis
lyk	LYK	Protaetiibacter larvae
proa	PRT	Protaetiibacter sp. SSC-01
plap	PLZ	Plantibacter sp. PA-3-X8
pflu	PFP	Plantibacter flavus
leu	LEU	Leucobacter muris
ltr	LTR	Leucobacter triazinivorans
leb	LEB	Leucobacter coleopterorum
ldn	LDN	Leucobacter denitrificans
lvi	LVI	Leucobacter viscericola
lins	LI6	Leucobacter insecticola
llut	LL3	Leucobacter luti
lari	LA^	Leucobacter aridicollis
lall	LA_	Leucobacter allii
lrp	LRP	Leucobacter rhizosphaerae
ltn	LTN	Leucobacter tenebrionis
leuc	LEB	Leucobacter sp. HNU
agg	AGG	Agrococcus sp. SGAir0287
agro	AGF	Agrococcus sp. Marseille-Q4369
aphn	AP]	Agrococcus phoenicis
mant	MA	Marisediminicola antarctica
hea	HEA	Herbiconiux salviae
heh	HEH	Herbiconiux sp. L3-i23
frn	FRN	Frigoribacterium sp. NBH87
gln	GLN	Glaciihabitans sp. INWT7
agx	AGX	Agreia sp. COWG
subt	SUY	Subtercola sp. PAMC28395
suba	SUZ	Subtercola endophyticus
psev	PS¾	Pseudoclavibacter triregionum
gsd	GSD	Gulosibacter sediminis
gmn	GMN	Gulosibacter molinativorax
hom	HOM	Homoserinibacter sp. YIM 151385
naei	NAB	Naasia aerilata
lyh	LYH	Lysinibacter sp. HNR
aog	AOG	Antiquaquibacter oligotrophicus
hfa	HFA	Humidisolicoccus flavus
art	ART	Arthrobacter sp. FB24
arr	ARR	Arthrobacter sp. Rue61a
arm	ARM	Arthrobacter sp. PAMC 25486
arl	ARL	Arthrobacter sp. 'calajunan' LS16
are	ARE	Arthrobacter sp. ERGS1:01
aaq	AAQ	Arthrobacter alpinus R3.8
arw	ARW	Arthrobacter alpinus A3
arh	ARH	Arthrobacter sp. Hiyo8
ary	ARY	Arthrobacter sp. YC-RL1
aru	ARU	Arthrobacter sp. U41
arq	ARQ	Arthrobacter sp. QXT-31
arn	ARN	Arthrobacter sp. YN
arx	ARX	Arthrobacter sp. ZXY-2
arth	ARJ	Arthrobacter sp. PGP41
artp	ARK	Arthrobacter sp. PAMC25564
acit	AC	Arthrobacter citreus
aagi	AAl	Arthrobacter agilis
ajg	AJG	Arthrobacter jiangjiafuii
asun	ASZ	Arthrobacter sunyaminii
asuf	AS[	Arthrobacter sulfonylureivorans
arty	ARL	Arthrobacter sp. Hiyo4
apoa	AP^	Arthrobacter polaris
aww	AWW	Arthrobacter woluwensis
acao	AC	Arthrobacter caoxuetaonis
azh	AZH	Arthrobacter zhangbolii
ageg	AGG	Arthrobacter gengyunqii
aod	AOD	Arthrobacter oryzae
ako	AKO	Arthrobacter koreensis
azx	AZX	Arthrobacter zhaoxinii
ajr	AJR	Arthrobacter jinronghuae
artm	ARM	Arthrobacter sp. MN05-02
artu	ARN	Arthrobacter sp. UKPF54-2
artz	ARO	Arthrobacter sp. 24S4-2
artq	ARP	Arthrobacter sp. 7749
arta	ARQ	Arthrobacter sp. ATA002
arto	ARR	Arthrobacter sp. OVS8
artt	ARS	Arthrobacter sp. TES
artc	ART	Arthrobacter sp. PAMC25284
artl	ARU	Arthrobacter sp. Helios
arte	ARV	Arthrobacter sp. EM1
artn	ARW	Arthrobacter sp. NyZ413
ari	ARI	Psychromicrobium lacuslunae
aau	AAU	Paenarthrobacter aurescens
pue	PUE	Paenarthrobacter ureafaciens
pnv	PNV	Paenarthrobacter nicotinovorans
payj	PAØ	Paenarthrobacter sp. YJN-5
pago	PAÙ	Paenarthrobacter sp. GOM3
payn	PAÚ	Paenarthrobacter sp. YJN-D
phrz	PHP	Paenarthrobacter sp. R1
pany	PAÛ	Paenarthrobacter sp. NyZ202
pil	PIL	Paenarthrobacter ilicis
arz	ARZ	Arthrobacter sp. ATCC 21022
ach	ACH	Pseudarthrobacter chlorophenolicus
apn	APN	Pseudarthrobacter phenanthrenivorans
psul	PS¿	Pseudarthrobacter sulfonivorans
psni	PSÀ	Pseudarthrobacter sp. NIBRBAC000502771
psey	PSÁ	Pseudarthrobacter psychrotolerans
pdel	PDG	Pseudarthrobacter defluvii
pok	POK	Pseudarthrobacter oxydans
psls	PSÂ	Pseudarthrobacter sp. L1SW
psfe	PSÃ	Pseudarthrobacter sp. Fe7
pqa	PQA	Pseudarthrobacter quantipunctorum
psso	PSÄ	Pseudarthrobacter sp. So.54
psnb	PSÅ	Pseudarthrobacter sp. NIBRBAC000502770
aai	AAI	Glutamicibacter arilaitensis
gar	GAR	Glutamicibacter halophytocola
gcr	GCR	Glutamicibacter creatinolyticus
glu	GLU	Glutamicibacter sp. ZJUTW
gpr	GPR	Glutamicibacter protophormiae
gmi	GMI	Glutamicibacter mishrai
gmy	GMY	Glutamicibacter mysorens
gnc	GNC	Glutamicibacter nicotianae
glm	GLM	Glutamicibacter sp. M10
gey	GEY	Glutamicibacter ectropisis
rsa	RSA	Renibacterium salmoninarum
krh	KRH	Kocuria rhizophila
kpl	KPL	Kocuria palustris
kfv	KFV	Kocuria flava
kii	KII	Kocuria marina subsp. indica
krs	KRS	Kocuria rosea
kod	KOD	Kocuria sp. KD4
kvr	KVR	Kocuria varians
mlu	MLU	Micrococcus luteus
mick	MIS	Micrococcus sp. KBS0714
myu	MYU	Micrococcus yunnanensis
mly	MLY	Micrococcus lylae
mpor	MPe	Micrococcus porci
mteu	MTS	Micrococcus terreus
micu	MIT	Micrococcus sp. HOU01
rmu	RMU	Rothia mucilaginosa
rdn	RDN	Rothia dentocariosa
raj	RAJ	Rothia aeria
rter	RT4	Rothia terrae
rama	RAA	Rothia amarae
rkr	RKR	Rothia kristinae
satk	SA²	Sinomonas atrocyanea
ccyc	CCx	Sinomonas cyclohexanicum
spue	SPÆ	Sinomonas puerhi
nae	NAE	Neomicrococcus aestuarii
aul	AUL	Auritidibacter sp. NML130574
aig	AIG	Auritidibacter ignavus
cig	CIG	Citricoccus sp. SGAir0253
cmua	CMQ	Citricoccus muralis
paey	PAÜ	Paeniglutamicibacter sp. Y32M11
palu	PAÝ	Pseudoglutamicibacter albus
acry	AC	Crystallibacter crystallopoietes
bcv	BCV	Beutenbergia cavernae
bfa	BFA	Brachybacterium faecium
brx	BRX	Brachybacterium sp. P6-10-X1
brv	BRV	Brachybacterium avium
bgg	BGG	Brachybacterium ginsengisoli
brz	BRZ	Brachybacterium vulturis
bsau	BSY	Brachybacterium saurashtrense
brr	BRR	Brachybacterium sp. SGAir0954
bki	BKI	Brachybacterium kimchii
brha	BRQ	Brachybacterium sp. NBEC-018
bhh	BHH	Brachybacterium halotolerans subsp. kimchii
bhq	BHQ	Brachybacterium huguangmaarense
brac	BRR	Brachybacterium sp. GU-2
dva	DVA	Dermabacter vaginalis
djj	DJJ	Dermabacter jinjuensis
dhm	DHM	Dermabacter hominis
hmm	HMM	Helcobacillus massiliensis
jde	JDE	Jonesia denitrificans
kse	KSE	Kytococcus sedentarius
dni	DNI	Dermacoccus nishinomiyaensis
day	DAY	Dermacoccus abyssi
derm	DEE	Dermacoccus sp. PAMC28757
lmoi	LMY	Luteipulveratus mongoliensis
yim	YIM	Yimella sp. cx-51
alx	ALX	Allobranchiibius sp. GilTou73
bei	BEI	Barrientosiimonas endolithica
xce	XCE	Xylanimonas cellulosilytica
xyl	XYL	Xylanimonas allomyrinae
xya	XYA	Xylanimonas protaetiae
iva	IVA	Isoptericola variabilis
ido	IDO	Isoptericola dokdonensis
iha	IHA	Isoptericola halotolerans
cet	CET	Cellulosimicrobium sp. TH-20
cceu	CCy	Cellulosimicrobium cellulans
cprt	CPu	Cellulosimicrobium protaetiae
prou	PRU	Promicromonospora sp. Populi
proz	PRV	Promicromonospora sp. MS192
ske	SKE	Sanguibacter keddieii
sanw	SA³	Sanguibacter sp. HDW7
sbil	SBC	Sanguibacter biliveldensis
cfl	CFL	Cellulomonas flavigena
cfi	CFI	Cellulomonas fimi
cga	CGA	Cellulomonas gilvus
cez	CEZ	Cellulomonas sp. PSBB021
celz	CE9	Cellulomonas shaoxiangyii
cej	CEJ	Cellulomonas sp. JZ18
celh	CEA	Cellulomonas sp. H30R-01
cira	CIA	Cellulomonas iranensis
cpal	CPv	Cellulomonas palmilytica
celc	CEB	Cellulomonas sp. C5510
cdon	CDE	Cellulomonas dongxiuzhuiae
cwan	CW1	Cellulomonas wangleii
cfen	CFI	Cellulomonas fengjieae
cwn	CWN	Cellulomonas wangsupingiae
cche	CCz	Cellulomonas chengniuliangii
cxie	CX1	Cellulomonas xiejunii
cele	CEC	Cellulomonas sp. ES6
cela	CED	Cellulomonas sp. ATA003
celn	CEE	Cellulomonas sp. NTE-D12
oek	OEK	Oerskovia sp. KBS0722
psei	PSÆ	Pseudactinotalea sp. HY158
psek	PSÇ	Paraoerskovia sediminicola
ica	ICA	Intrasporangium calvum
ars	ARS	Arsenicicoccus sp. oral taxon 190
jte	JTE	Janibacter indicus
jli	JLI	Janibacter limosus
jme	JME	Janibacter melonis
jay	JAY	Janibacter sp. YB324
jcr	JCR	Janibacter cremeus
jai	JAI	Janibacter alittae
jtr	JTR	Janibacter terrae
teh	TEH	Nostocoides sp. HKS02
phw	PHW	Phycicoccus sp. HDW14
pei	PEI	Phycicoccus endophyticus
ted	TED	Terrabacter sp. C0L_2
kno	KNO	Knoellia sp. S7-12
serj	SE}	Serinicoccus hydrothermalis
orn	ORN	Ornithinimicrobium avium
orz	ORZ	Ornithinimicrobium ciconiae
ord	ORD	Ornithinimicrobium sp. INDO-MA30-4
ocp	OCP	Ornithinimicrobium cryptoxanthini
ofa	OFA	Ornithinimicrobium faecis
serw	SE~	Ornithinimicrobium pratense
bly	BLY	Brevibacterium linens BS258
blin	BLH	Brevibacterium aurantiacum
bri	BRI	Brevibacterium sp. CS2
blut	BLI	Brevibacterium luteolum
bcau	BC_	Brevibacterium casei
bspo	BSZ	Brevibacterium spongiae
breb	BRS	Brevibacterium sp. BDJS002
brej	BRT	Brevibacterium sp. JSBI002
bkr	BKR	Brevibacterium koreense
sevr	SE	Saxibacter everestensis
dco	DCO	Dermatophilus congolensis
aus	AUS	Austwickia sp. Fred_18-Q3-R57-64_BATAC.85v2
halt	HA^	Ruania alkalisoli
rhal	RHs	Ruania halotolerans
rsua	RS3	Ruania suaedae
dem	DEM	Demequina sp. TMPB413
dss	DSS	Demequina sediminis
dcp	DCP	Demequina capsici
gez	GEZ	Georgenia wutianyii
gyu	GYU	Georgenia yuyongxinii
gew	GEW	Georgenia sp. TF02-10
gpe	GPE	Georgenia phoenicis
pac	PAC	Cutibacterium acnes KPA171202
pak	PAK	Cutibacterium acnes SK137
pav	PAV	Cutibacterium acnes TypeIA2 P.acn17
pax	PAX	Cutibacterium acnes TypeIA2 P.acn31
paz	PAZ	Cutibacterium acnes TypeIA2 P.acn33
paw	PAW	Cutibacterium acnes 266
pad	PAD	Cutibacterium acnes subsp. defendens ATCC 11828
pcn	PCN	Cutibacterium acnes 6609
pacc	PAÞ	Cutibacterium acnes C1
pach	PAß	Cutibacterium acnes HL096PA1
pacn	PAà	Cutibacterium acnes hdn-1
cacn	CA	Cutibacterium acnes KCOM 1861
pra	PRA	Cutibacterium avidum
prl	PRL	Cutibacterium modestum
cgrn	CGH	Cutibacterium granulosum
cequ	CEF	Cutibacterium equinum
pfr	PFR	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1
pfre	PFQ	Propionibacterium freudenreichii subsp. freudenreichii DSM 20271
pacd	PAá	Propionibacterium acidifaciens
paus	PAâ	Propionibacterium australiense
ppc	PPC	Pseudopropionibacterium propionicum
arub	ARX	Arachnia rubra
pbo	PBO	Acidipropionibacterium acidipropionici ATCC 4875
aaci	AAm	Acidipropionibacterium acidipropionici CGMCC 1.2230
acij	AC	Acidipropionibacterium virtanenii
aji	AJI	Acidipropionibacterium jensenii
mph	MPH	Microlunatus phosphovorus
mik	MIK	Microlunatus elymi
micg	MIU	Microlunatus sp. Gsoil 973
tfl	TFL	Tessaracoccus flavus
tfa	TFA	Tessaracoccus flavescens
tes	TES	Tessaracoccus aquimaris
tez	TEZ	Tessaracoccus sp. T2.5-30
tdf	TDF	Tessaracoccus defluvii
tla	TLA	Tessaracoccus lapidicaptus
tej	TEJ	Tessaracoccus palaemonis
tls	TLS	Tessaracoccus lacteus
rain	RAB	Raineyella fluvialis
prv	PRV	Propioniciclava coleopterorum
brt	BRT	Propioniciclava sp. MC1595
psoi	PSÈ	Propioniciclava soli
prop	PRW	Propionimicrobium sp. PCR01-08-3
broo	BRU	Brooklawnia propionicigenes
afuv	AFD	Ammonicoccus fulvus
nca	NCA	Nocardioides sp. JS614
ndk	NDK	Nocardioides dokdonensis
noy	NOY	Nocardioides euryhalodurans
noi	NOI	Nocardioides jishulii
noo	NOO	Nocardioides dongxiaopingii
ndp	NDP	Nocardioides daphniae
nsn	NSN	Nocardioides seonyuensis
nbe	NBE	Nocardioides baekrokdamisoli
nano	NAC	Nocardioides anomalus
nmes	NM5	Nocardioides mesophilus
naro	NAD	Nocardioides aromaticivorans
npi	NPI	Nocardioides piscis
naqu	NAE	Nocardioides aquaticus
nro	NRO	Nocardioides rotundus
noq	NOQ	Nocardioides okcheonensis
ncq	NCQ	Nocardioides coralli
npc	NPC	Nocardioides panacisoli
nps	NPS	Nocardioides panacis
nmar	NM6	Nocardioides marmotae
nfc	NFC	Nocardioides faecalis
nrn	NRN	Nocardioides renjunii
nbi	NBI	Nocardioides bizhenqiangii
nof	NOF	Nocardioides sp. TF02-7
nocr	NO4	Nocardioides sp. Arc9.136
nocw	NO5	Nocardioides sp. WV_118_6
noca	NO6	Nocardioides sp. JQ2195
nocl	NO7	Nocardioides sp. LMS-CY
nocd	NO8	Nocardioides sp. L-11A
nocq	NO9	Nocardioides sp. QY071
nlb	NLB	Nocardioides lacus
psim	PSÉ	Pimelobacter simplex
aer	AER	Aeromicrobium erythreum
aez	AEZ	Aeromicrobium chenweiae
aeb	AEB	Aeromicrobium sp. A1-2
aef	AEF	Aeromicrobium yanjiei
asez	AS\	Aeromicrobium senzhongii
adb	ADB	Aeromicrobium duanguangcaii
awn	AWN	Aeromicrobium wangtongii
mgg	MGG	Micropruina glycogenica
muz	MUZ	Mumia sp. ZJ1417
mqr	MQR	Mumia qirimensis
sgrg	SGG	Solicola gregarius
nbt	NBT	Nocardioidaceae bacterium TYQ2
kfl	KFL	Kribbella flavida
kqi	KQI	Kribbella qitaiheensis
ksl	KSL	Kribbella soli
kri	KRI	Kribbella sp. CA-293567
tfu	TFU	Thermobifida fusca
thao	THY	Thermobifida halotolerans
talx	TAP	Thermobifida alba
nda	NDA	Nocardiopsis dassonvillei
nal	NAL	Nocardiopsis alba
ngv	NGV	Nocardiopsis gilva
nfe	NFE	Nocardiopsis flavescens
nex	NEX	Nocardiopsis exhalans
nec	NEC	Nocardiopsis eucommiae
nake	NAF	Nocardiopsis akebiae
ncg	NCG	Nocardiopsis changdeensis
nocb	NOA	Nocardiopsis sp. LDBS0036
strr	ST	Streptomonospora litoralis
snah	SNC	Streptomonospora nanhaiensis
saiu	SA´	Spiractinospora alimapuensis
tcu	TCU	Thermomonospora curvata
actw	AC	Actinomadura sp. WMMB 499
agra	AGH	Actinomadura graeca
amaz	AMg	Actinomadura madurae
acir	AC	Actinomadura citrea
aws	AWS	Actinomadura welshii
spiq	SPÇ	Spirillospora sp. NBC_01491
actq	AC	Actinoallomurus sp. NBC_01490
sro	SRO	Streptosporangium roseum
noa	NOA	Actinomadura parvosata subsp. kistnae
now	NOW	Nonomuraea phyllanthi
ncx	NCX	Nonomuraea coxensis
ngn	NGN	Nonomuraea gerenzanensis
nfs	NFS	Nonomuraea fuscirosea
tbi	TBI	Thermobispora bispora
mhai	MHX	Microbispora hainanensis
fra	FRA	Frankia casuarinae
fal	FAL	Frankia alni
fre	FRE	Parafrankia sp. EAN1pec
fsy	FSY	Candidatus Protofrankia datiscae
fri	FRI	Pseudofrankia inefficax
ace	ACE	Acidothermus cellulolyticus
nml	NML	Nakamurella multipartita
nak	NAK	Nakamurella antarctica
naka	NAG	Nakamurella sp. PAMC28650
gob	GOB	Geodermatophilus obscurus
bsd	BSD	Blastococcus saxobsidens
blap	BLJ	Blastococcus sp. PRF04-17
bbrg	BBS	Blastococcus brunescens
bmon	BMW	Blastococcus montanus
mmar	MMb	Modestobacter italicus
mom	MOM	Modestobacter sp. L9-4
kra	KRA	Kineococcus radiotolerans
sen	SEN	Saccharopolyspora erythraea
sacg	SAµ	Saccharopolyspora sp. ASAGF58
svi	SVI	Saccharomonospora viridis
sacc	SA¶	Saccharomonospora xinjiangensis
amd	AMD	Amycolatopsis mediterranei U32
amn	AMN	Amycolatopsis mediterranei S699
amm	AMM	Amycolatopsis mediterranei S699
amz	AMZ	Amycolatopsis mediterranei RB
aoi	AOI	Amycolatopsis keratiniphila
aja	AJA	Amycolatopsis japonica
amq	AMQ	Amycolatopsis methanolica
amyc	AMh	Amycolatopsis sp. AA4
amyb	AMi	Amycolatopsis sp. BJA-103
aab	AAB	Amycolatopsis albispora
amyy	AMj	Amycolatopsis sp. YIM 10
aori	AO3	Amycolatopsis orientalis
aacd	AAn	Amycolatopsis acidiphila
aprt	AP_	Amycolatopsis sp. FBCC-B4732
aroo	ARY	Amycolatopsis roodepoortensis
athm	ATD	Amycolatopsis thermalba
arhd	ARZ	Amycolatopsis rhabdoformis
amog	AMk	Amycolatopsis mongoliensis
acyn	AC	Amycolatopsis cynarae
acor	AC	Amycolatopsis coloradensis
amyz	AMl	Amycolatopsis sp. CA-230715
acab	AC	Amycolatopsis carbonis
anw	ANW	Amycolatopsis nalaikhensis
amyd	AMm	Amycolatopsis sp. DSM 110486
abar	ABP	Amycolatopsis bartoniae
amye	AMn	Amycolatopsis sp. EV170708-02-1
amys	AMo	Amycolatopsis sp. TNS106
arhi	AR[	Amycolatopsis rhizosphaerihabitans
pdx	PDX	Pseudonocardia dioxanivorans
psea	PSÊ	Pseudonocardia sp. AL041005-10
psee	PSË	Pseudonocardia sp. EC080625-04
pseh	PSÌ	Pseudonocardia sp. HH130629-09
pseq	PSÍ	Pseudonocardia sp. EC080610-09
pecq	PEG	Pseudonocardia sp. EC080619-01
phh	PHH	Pseudonocardia sp. HH130630-07
paut	PAã	Pseudonocardia autotrophica
pbro	PBW	Pseudonocardia broussonetiae
ppel	PP	Pseudonocardia petroleophila
psds	PSÎ	Pseudonocardia sp. DSM 110487
palq	PAä	Pseudonocardia alni
apre	AP`	Actinosynnema pretiosum
